SKU,Strain,Tier,Type,THC,Price_3G,Price_5G,Price_14G,Price_28G,ImageURL,PPromo
261,DAYDREAM DIESEL,AA,SH,29%,,20,$45,$80,https://athena-cannabis-images.vercel.app/products/261-DAYDREAM-DIESEL-99140.jpg,
266,COSMIC SATIVA,AA,SH,28%,,20,$40,$70,https://athena-cannabis-images.vercel.app/products/99141-266-COSMIC-SATIVA.webp,
267,PINK MASTER KUSH,AA,IH,27%,,20,$45,$80,https://athena-cannabis-images.vercel.app/products/99143-PM-267-PINK-MASTER-KUSH.webp,
268,ICECREAM CAKE,AA,IH,28%,,20,$40,$70,https://athena-cannabis-images.vercel.app/products/99144268ICECREAMCAKE.webp,
269,OREO COOKIES,AA,IH,29%,,20,$40,$70,https://athena-cannabis-images.vercel.app/products/99149-OREO-COOKIES.webp,
271,DANTE INFERNO,AA,IH,29%,,20,$40,$70,https://athena-cannabis-images.vercel.app/products/99146-271-DANTE-INFERNO.webp,
272,SKYWALKER KUSH,AA,IH,29%,,20,$45,$80,https://athena-cannabis-images.vercel.app/products/99151-272-SKYWALKER-KUSH.webp,https://kennedyloudcannabis.com/wp-content/uploads/2026/01/ChatGPT-Image-Jan-7-2026-03_04_10-AM.png
273,LA CONFIDENTIAL,AA,IH,29%,,20,$45,$70,https://athena-cannabis-images.vercel.app/products/262-PINK-VIOLATOR-99139.jpg,
274,CHEM FIRE,AA,IH,29%,,$20,$45,$70,https://athena-cannabis-images.vercel.app/products/258-PINK-JET-FUEL-99136.jpg,
275,SUGAR COOKIES,AA,IH,29%,,$20,$40,$75,https://athena-cannabis-images.vercel.app/products/99244-275-SUGAR-COOKIES.webp,
278,SLURRICANE,AA,IH,27%,,$20,$40,$75,https://athena-cannabis-images.vercel.app/products/278-SLURRICANE.webp,
280,VANILLA KUSH,AA,IH,27%,,$20,$40,$75,https://athena-cannabis-images.vercel.app/products/280-VANILLA-KUSH.webp,
288,FROSTED COOKIES,AA,IH,28%,,$20,$45,$75,https://athena-cannabis-images.vercel.app/products/99243-288-FROSTED-COOKIES.webp,
289,JUNGLE JUICE,AA,IH,28%,,$20|$15,$40,$70,https://athena-cannabis-images.vercel.app/products/99230-289-JUNGLE-JUICE.webp,
290,SWEET KUSH,AA,IH,28%,,$20,$45,$75,https://athena-cannabis-images.vercel.app/products/99263-290-SWEET-KUSH.webp,
291,DIAMOND OG,AA,IH,29%,,$20,$40,$70,https://athena-cannabis-images.vercel.app/products/291-DIAMOND-KUSH.webp,
292,QUANTUM KUSH,AA,IH,29%,,$20,$45,$75,https://athena-cannabis-images.vercel.app/products/292-QUANTUM-KUSH.webp,
293,VANILLA ICE KUSH,AA,IH,29%,,$20,$45,$80,https://athena-cannabis-images.vercel.app/products/293-VANILLA-ICE-KUSH.webp,
300,PINEAPPLE EXPRESS,AAA+,SH,30%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/300-PINEAPPLE-EXPRESS-SATIVA.jpg,
301,PEANUT ROCKSTAR,AAA+,IH,31%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/301-PEANUT-ROCKSTAR.webp,
302,DURIAN HAZE,AAA+,SH,31%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/302-DURIAN-HAZE.webp,
303,PINK LOBSTER,AAA+,IH,30%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/99245-303-PINK-LOBSTER.webp,
304,WHITE SHARK,AAA+,IH,30%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/99248-304-WHITE-SHARK.webp,
305,PINK FIRE OG,AAA+,IH,30%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/305-PINK-FIRE-OG.webp,
310,PINK ESCOBAR,AAA+,SH,30%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/310-PINK-ESCOBAR.webp,
311,PINK PHANTOM,AAA+,IH,31%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/311-PNK-PHANTOM.webp,
316,PINK PLATINUM,AAA+,IH,30%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/316-PINK-PLATINUM-99111-38lbs.jpg,
317,CHERRY HAZE (SH),AAA+,SH SALE,31%,20|15,30,70|55,,https://afterdarkcannabis.com/wp-content/uploads/2025/11/317-CHERRY-HAZE-SATIVA.jpg,https://kennedyloudcannabis.com/wp-content/uploads/2026/01/ChatGPT-Image-Jan-7-2026-03_04_10-AM.png
319,WHITE WALKER OG,AAA+,IH,31%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/99261-319-WHITEWALKEROG.webp,
320,BLACK TUNA,AAA+,IH,31%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/99267-320-BLACK-TUNA.webp,
321,MK ULTRA,AAA+,IH,31%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/99269-MK-ULTRA-321.webp,
322,PURPLE GELATO,AAA+,IH,31%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/322-PURPLE-GELAOT.webp,
323,PINK GODZILLA,AAA+,IH,31%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/99275-PINK-GODIZLLA-323.webp,
324,PINK VIOLATOR,AAA+,IH,31%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/99256-PINK-VIOLATOR-324.webp,
325,PURPLE RUNTZ,AAA+,IH SALE,30%,20|15,30,$55,,https://athena-cannabis-images.vercel.app/products/325-PURPLE-RUNTZ-99112-38lbs.jpg,
326,CHEMDAWG,AAA+,IH SALE,30%,20|15,30,$55,,https://athena-cannabis-images.vercel.app/products/326-CHEMDAWG-99113-46.jpg,
327,PINK HALO OG,AAA+,IH,31%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/327-PINKHAL-OG99277.webp,
328,PINK ZOMBIE,AAA+,IH,31%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/328-PINK-ZOMBIE-99116-45.jpg,
329,MUELLER FUEL,AAA+,IH,31%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/329-MUELLER-FUEL.webp,
330,PINK CHAMPAGNE,AAA+,IH,31%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/330-PINK-CHAMPAGNE.webp,
332,PINK GAS,AAA+,IH,31%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/332-PINK-GAS.webp,
333,PINK PABLO,AAA+,IH,31%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/333-PINK-PABLO.webp,
334,PINK GOO,AAA+,IH,31%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/334-PINK-GOO.webp,
336,OMFG Sativa,AAA+,SH,31%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/336-OMFG-Sativa.webp,
339,PURPLE PUNCH,AAA+,IH,30%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/99296-PURPLE-PUNCH-339.webp,
340,FROZEN GRAPES,AAA+,IH,31%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/99298-FROZEN-GRAPES-340.webp,
341,MENDO KUSH,AAA+,IH,30%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/99299-MENDO-KUSH-341.webp,
342,PINK PHAROAH,AAA+,IH,31%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/99295-PINK-PHAROAH.webp,
354,PINK KOSHER KUSH,AAA+,IH SALE,31%,20|15,30,,,https://athena-cannabis-images.vercel.app/products/354-PINK-KOSHER-KUSHs.jpg,
365,KOSHER KUSH,AAA+,IH,31%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/365-KOSHER-KUSH.jpg,
366,PINK BUGATTI,AAA+,IH,30%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/366-PINK-BUGATTI.jpg,
368,STRAWBERRY COUGH,AAA+,IH,31%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/368-STRAWBERRY-COUGH-99130.jpg,
369,NORTHERN LIGHTS,AAA+,IH,30%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/369-NORTHERN-LIGHTS-99131.jpg,
372,PINK JEALOUSY,AAA+,IH,30%,$20,,$70,,https://athena-cannabis-images.vercel.app/products/99143-372-Oreo-OG.jpg,
373,PURPLE SUNSET SHERBERT,AAA+,IH,31%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/373-PURPLE-SUNSET-SHERBERT-99143.jpg,
374,PINK TOM GAS,AAA+,IH HOT,31%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/374-PINK-TOM-GAS-99144.jpg,
375,PINK KOSHER KUSH,AAA+,IH HOT,30%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/375-PINK-KOSHER-KUSH.webp,
376,PURPLE DREAM (SH),AAA+,SH SALE,30%,20|15,,70|55,,https://athena-cannabis-images.vercel.app/products/376-PURPLE-DREAM-S-99146.jpg,
377,PINK GAS,AAA+,IH,30%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/99150-377-PINK-GAS.webp,
381,BLACKBERRY HAZE,AAA+,SH,31%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/99152381BLACKBERRYHAZE.webp,
382,WHITE WIDOW,AAA+,SH,31%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/99153382WHITEWIDOW.webp,
383,TROPICANA COOKIES,AAA+,SH,31%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/99140-383-Tropicana.webp,
384,GARY PAYTON,AAA+,SH,31%,$20,$30,$70,,https://athena-cannabis-images.vercel.app/products/478-GARY-PAYTON-S.webp,
385,SUGARCANE ,AAA+,SH,31%,$20,30,$70,,https://athena-cannabis-images.vercel.app/products/99204-385SUGARCANE-Sativa.webp,
