ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (oz)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position
7515631,simple,135,"SKUNKY BUBBA",'-1,0,visible,,"<h1><b>Skunky Bubba</b></h1>\n\n<strong>CURRENT PROMO:</strong>\n\n\n\n<em><strong>BUDGET OZ SPECIAL</strong></em>\n\nSOLD as 1 OZ ONLY for <strong>$90</strong> per ounce\n\n\n\n<b>Weed Deal 1:</b> Get any 2 Budget OZ &amp; take <b>$60 OFF</b> ( No Freebies Included )\n\n\n\n<b>Weed Deal 2:</b> Buy any 2 Budget OZ at REG Price &amp; Get selected <b>BUDGET OZ FREE</b>\n\n\n\n*Mix &amp; Match Available.\n\n*Can not be combined with other promotions\n\n\n\n&nbsp;\n\n\n\n&nbsp;\n\n<h2>GTA &amp; Toronto Weed Delivery</h2>\n\n<h3>Same Day Cannabis Delivery</h3>\n\n<h4><span style=""font-size: 18px;""><strong><span style=""color: #008000;""><a style=""color: #008000;"" href=""https://farmerslink.ca/weed-delivery-near-me"">How to Order &amp; Weed Delivery Zones</a></span></strong></span></h4>",,,taxable,,1,,,0,0,,,,,0,,,,"Indica Hybrid","25% THC, Body High, Happy, Indica Hybrid, Oz Special, Relaxed, Uplifting",,https://farmerslink.ca/wp-content/uploads/2024/06/135-Skunky-Bubba.jpg,,,,,,,,,46
7515632,simple,136,"PINK CAKE KUSH * LIMITED STOCK *",'-1,0,visible,,"<h1><b>Pink Cake Kush</b></h1>\n\n<strong>CURRENT PROMO:</strong>\n\n\n\n<em><strong>BUDGET OZ SPECIAL</strong></em>\n\nSOLD as 1 OZ ONLY for <strong>$95</strong> per ounce\n\n\n\n<b>Weed Deal 1:</b> Get any 2 Budget OZ &amp; take <b>$60 OFF</b> ( No Freebies Included )\n\n\n\n<b>Weed Deal 2:</b> Buy any 2 Budget OZ at REG Price &amp; Get selected <b>BUDGET OZ FREE</b>\n\n\n\n*Mix &amp; Match Available.\n\n*Can not be combined with other promotions\n\n\n\n&nbsp;\n\n\n\n&nbsp;\n\n<h2>GTA &amp; Toronto Weed Delivery</h2>\n\n<h3>Same Day Cannabis Delivery</h3>\n\n<h4><span style=""font-size: 18px;""><strong><span style=""color: #008000;""><a style=""color: #008000;"" href=""https://farmerslink.ca/weed-delivery-near-me"">How to Order &amp; Weed Delivery Zones</a></span></strong></span></h4>",,,taxable,,1,,,0,0,,,,,0,,,,Indica,"26% THC, Drowsiness, Indica Hybrid, Oz Special, Relaxed, Sleepy",,,,,,,,,,,63
7515634,simple,525,"PINK WAGYU STAR *SUPER EXOTICS*",'-1,0,visible,"<p data-start=""209"" data-end=""499""><strong data-start=""209"" data-end=""228"">Pink Wagyu Star</strong> is a premium, balanced hybrid (60% indica / 40% sativa) that smokes like pure luxury. This strain delivers a rich, stoney experience that’s both mentally hazy and physically grounding — the kind of high that makes you forget what time it is, and not care one bit.</p>
\n<p data-start=""501"" data-end=""794"">The flavor? Straight gourmet. Creamy kush blends with savory funk, earthy spice, and a hint of that meaty, Wagyu-style depth that sticks to your tongue. On the nose, it’s loud — sweet candy and citrus peel layered over dank gas and kush musk. One crack of the jar and the room knows what's up.</p>
\n<p data-start=""796"" data-end=""1122"">As for the high, Pink Wagyu Star doesn’t play around. It rolls in fast with a cloudy headrush that melts your thoughts into a warm buzz. You’ll be grinning, zoning, vibing — locked into whatever chill wave you're riding. Perfect for late-night couch sessions, deep convos, or just sitting still and letting the world fade out.</p>
\n<p data-start=""1124"" data-end=""1316"">The buds are next-level: chunky, bright emerald green nugs shaped like mini pine cones, wrapped in orange hairs and iced out in golden-white crystal trichomes. Top-shelf look, top-shelf smoke.</p>
\n<p data-start=""1318"" data-end=""1487"">If you're into strains that bring flavor, balance, and a proper stoned-out vibe, <strong data-start=""1399"" data-end=""1418"">Pink Wagyu Star</strong> delivers every time — smooth, loud, and heavy in all the right ways.</p>","<h1><b>Super Exotics: Pink Wagyu Star</b></h1>
\nInitiate your <strong>Prime-Time Deals</strong> experience by purchasing an ounce of our <strong>BC Premium, Craft, Exotic </strong>or<strong> 2 Ounces</strong> of the selected tier products at <strong>Regular</strong> <strong>price</strong>.
\n
\nDuring the <strong>14 Days Prime-Time Sale</strong>, you can enjoy <strong>$30 OFF</strong> of any 1 oz product within the selected tier on <em><strong>your next visit</strong></em>.
\n<h4>CURRENT PROMO:</h4>
\n1 OZ Reg Price: <b>$230 ( *Freebies No Longer Included )</b>
\n
\n7G Reg: <strong>$115 | </strong>On-sale: <strong>$95</strong>
\n
\nBuy <strong>2 Ounces</strong> of <strong>EXOTICS</strong> for <b>$400 ( $200 each OZ )</b>
\n
\n<strong>Mix &amp; Match</strong>
\n
\n<b>Notice:</b> No Freebies Included on a purchase of 2 Oz Exotics Special, <strong>Prime-Time $30 OFF</strong> can not be applied to the <strong>2 Oz Exotics Special deal. 7G $20 Coupon no longer in effect</strong>
\n
\n&nbsp;
\n
\n&nbsp;
\n<h2>GTA &amp; Toronto Weed Delivery</h2>
\n<h3>Same Day Cannabis Delivery</h3>
\n<h4><span style=""font-size: 18px;""><strong><span style=""color: #008000;""><a style=""color: #008000;"" href=""https://farmerslink.ca/weed-delivery-near-me"">How to Order &amp; Weed Delivery Zones</a></span></strong></span></h4>",,,taxable,,1,,,0,0,,,,,0,,,,"Indica Hybrid","39% THC, Couch Locked, Craft Oz Special, Drowsiness, Exotics on sale, Indica Hybrid, Sleepy",,https://farmerslink.ca/wp-content/uploads/2025/06/525-PINK-WAGYU-STAR.jpg,,,,,,,,,279
7515635,simple,526,"PINK BAZOOKA *SUPER EXOTIC*",'-1,0,visible,,"<h1 style=""color: #cc0066; text-align: center;"">🎉 <b>PINK BAZOOKA</b> 🎉</h1>
\n<p style=""text-align: center; font-size: 16px; color: #444;"">Originally offered as an <span style=""color: #9900cc;""><strong>EXOTIC</strong></span>,
\nthis strain is now featured in our
\n<span style=""color: #cc0000;""><strong>CRAFT OZ SPECIAL 🔥</strong></span> sale event!</p>
\n<p style=""text-align: center; font-size: 15px;"">Unlock your <strong>Prime-Time Deals</strong> by purchasing an ounce of our
\n<strong>BC Premium, Craft, Exotic</strong> or <strong>2 Ounces</strong> of the selected tier products at
\n<strong>Regular price</strong>.</p>
\n<p style=""text-align: center; font-size: 15px; color: #006600;"">During the <strong>14 Days Prime-Time Sale</strong>, you can enjoy
\n<strong>💲30 OFF</strong> any 1 oz product within the selected tier on
\n<em><strong>your next visit</strong></em>.</p>
\n
\n<h4 style=""color: #cc0066; border-bottom: 2px solid #cc0066; display: inline-block; padding-bottom: 3px;"">⭐ CURRENT PROMO ⭐</h4>
\n<ul style=""list-style: none; padding-left: 0; font-size: 16px; line-height: 1.8;"">
\n 	<li>🍀 <b>14G Price:</b> <span style=""color: #009900;""><b>$85</b></span></li>
\n 	<li>💎 <b>1 OZ Reg Price:</b> <span style=""color: #cc0000;""><b>$170</b></span></li>
\n 	<li>⚡ <b>1 OZ Prime-Time Price:</b> <span style=""color: #0066cc;""><b>$140</b></span></li>
\n 	<li>🔥 <b>2 OZ Craft Oz Special:</b> <span style=""color: #cc0000;""><b>$280</b></span>
\n<span style=""color: #999;"">($140 each OZ)</span></li>
\n</ul>
\n<p style=""font-size: 15px; color: #444;"">✅ <strong>Mix &amp; Match Available</strong></p>
\n
\n<div style=""background: #fff4f4; border: 1px solid #f2c2c2; border-radius: 8px; padding: 12px; font-size: 14px; color: #b30000; margin-top: 15px;""><b>🚫 Notice:</b>
\n• No Freebies Included on a purchase of 2 Oz Craft Oz Special
\n• <strong>Prime-Time $30 OFF</strong> cannot be applied to the <strong>2 Oz Craft Oz Special deal</strong></div>
\n
\nBluntBabe – Cannabis Critic
\n“Pink Bazooka blew up my senses 💥🍬💨. Sweet candy gas on the inhale, thick clouds that had me grinning 😁 and vibin’ like it’s Saturday night 🎶. Ten minutes later I was sunk deep in the couch 🛋️ with munchies hittin’ hard 🍕. Straight fun strain — playful, heavy, and sticky as hell.”
\n
\nKushQueen – Cannabis Critic
\n“Pink Bazooka presents dense, resinous buds with a strikingly sweet-gassy bouquet. Its flavor profile balances confectionary notes with a sharp fuel undertone, creating a layered smoke. The effects are strongly relaxing, bringing euphoria before easing into sedative body relief. A strain best suited for unwinding after long days or indulging in evening leisure.”
\n
\nSmokeSiren – Cannabis Critic
\n“Pink Bazooka strikes like sugar-coated fire.
\nA burst of candy, gas, and heat
\nthat unravels into heavy quiet.
\n
\nThe laughter comes first —
\nbright, unguarded —
\nthen the weight settles,
\na velvet anchor pulling you down.
\n
\nIt is sweetness turned solemn,
\na firework fading into night.”
\n
\n",,,taxable,,1,,,0,0,,,,,0,,,,"Indica Hybrid","140, 36% THC, Craft Oz Special, Euphoria, Exotics on sale, Happy, Indica Hybrid, Prime 140, Relaxed, Sociable, Uplifting",,https://farmerslink.ca/wp-content/uploads/2025/07/526-PINK-BAZOOKA.jpg,,,,,,,,,280
7515636,simple,530,"PERMANENT MARKER",'-1,0,visible,"BluntBabe – Cannabis Critic
\n“Permanent Marker hit like a sharpie to the senses 🖊️💨 — loud funky gas with sweet candy under it 🍬🔥. First few pulls had me lifted quick, giggly and chatty 😅, then it slammed down with that heavy melt-into-the-couch vibe 🛋️. Straight sticky, loud, and not for lightweights.”
\n
\nKushQueen – Cannabis Critic
\n“Permanent Marker delivers striking bag appeal — dense, resin-coated buds with a pungent blend of gassy, candy-sweet, and earthy notes. The high opens with an energizing euphoria before transitioning into deep body relaxation. Balanced yet potent, it’s a strain that satisfies both recreational enjoyment and therapeutic relief, especially in the evening.”
\n
\nSmokeSiren – Cannabis Critic
\n“Permanent Marker writes its presence boldly.
\nGas and sugar twine like ink on paper,
\na sweetness stained with depth.
\n
\nThe mind brightens —
\nbriefly radiant,
\nbefore surrendering to weight.
\n
\nIt lingers,
\netched in body and thought,
\na signature of stillness that cannot be erased.”","<h1><b>Permanent Marker</b></h1>
\n
\n
\nInitiate your <strong>Prime-Time Deals</strong> experience by purchasing an ounce of our <strong>BC Premium, Craft, Exotic </strong>or<strong> 2 Ounces</strong> of the selected tier products at <strong>Regular</strong> <strong>price</strong>.
\n
\n
\n
\nDuring the <strong>14 Days Prime-Time Sale</strong>, you can enjoy <strong>$30 OFF</strong> of any 1 oz product within the selected tier on <em><strong>your next visit</strong></em>.
\n
\n<h4>CURRENT PROMO:</h4>
\n
\n1 OZ Reg Price: <b>$230 ( *Freebies No Longer Included )</b>
\n
\n
\n
\n7G Reg: <strong>$95 | </strong>On-sale: <strong>$75</strong>
\n
\n
\n
\nBuy <strong>2 Ounces</strong> of <strong>EXOTICS</strong> for <b>$400 ( $200 each OZ )</b>
\n
\n
\n
\n<strong>Mix &amp; Match</strong>
\n
\n
\n
\n<b>Notice:</b> No Freebies Included on a purchase of 2 Oz Exotics Special, <strong>Prime-Time $30 OFF</strong> can not be applied to the <strong>2 Oz Exotics Special deal. 7G $20 Coupon no longer in effect</strong>
\n
\n
\n
\n&nbsp;
\n
\n
\n
\n
\n
\n
\n&nbsp;
\n
\n<h2>GTA &amp; Toronto Weed Delivery</h2>
\n
\n<h3>Same Day Cannabis Delivery</h3>
\n
\n<h4><span style=""font-size: 18px;""><strong><span style=""color: #008000;""><a style=""color: #008000;"" href=""https://farmerslink.ca/weed-delivery-near-me"">How to Order &amp; Weed Delivery Zones</a></strong></h4>
\n
\n",,,taxable,,1,,,0,0,,,,,0,,,,"Indica Hybrid","39% THC, 460 to 230, Body High, Calm, Couch Locked, Exotics, Indica Hybrid, Relaxed",,https://farmerslink.ca/wp-content/uploads/2024/06/530-PERMANENT-MARKER.jpg,,,,,,,,,333
7515645,simple,564,"<span style=""display:inline-flex;align-items:center;justify-content:center;margin-right:8px;padding:4px 10px;border-radius:999px;background:#f97316;color:#111111;font-size:12px;font-weight:950;letter-spacing:.6px;text-transform:uppercase;vertical-align:middle;box-shadow:0 4px 10px rgba(249,115,22,.22);"">564</span>DANK SHATTER BLUEBERRY 1500MG (EDIBLES)",1,0,visible,,"<div style=""margin:0 0 14px 0; font-size:16px; line-height:1.5; color:#111827;"">\n  <span style=""\n    display:inline-flex;\n    align-items:center;\n    justify-content:center;\n    margin-right:8px;\n    padding:4px 10px;\n    border-radius:999px;\n    background:#f97316;\n    color:#111111;\n    font-size:12px;\n    font-weight:950;\n    letter-spacing:.6px;\n    text-transform:uppercase;\n    vertical-align:middle;\n    box-shadow:0 4px 10px rgba(0,0,0,.18);\n  "">564</span>DANK SHATTER BLUEBERRY 1500MG (EDIBLES)\n</div>\n<h1><b>DANK Shatter Chocolate 1500mg - Blueberry</b></h1>\n\n<strong>**Edibles are for pre orders for next day -  Barrie Pre-orders will be for scheduled dates**</strong>\n\n\n\nDank Artisan Chocolate Edibles 1500mg full chocolate bar.\n\n\n\n<strong>Excellent for:</strong>\n\n<ul>\n\n 	<li>Chronic Pain</li>\n\n 	<li>Inflammation</li>\n\n 	<li>Sleep Aid</li>\n\n 	<li>Stress &amp; Anxiety</li>\n\n 	<li>Recreation</li>\n\n 	<li>Relaxation</li>\n\n 	<li>Clarity &amp; Creativity</li>\n\n</ul>\n\n&nbsp;\n\n<h2>GTA &amp; Toronto Weed Delivery</h2>\n\n<h3>Same Day Cannabis Delivery</h3>\n\n<h4><span style=""font-size: 18px;""><strong><span style=""color: #008000;""><a style=""color: #008000;"" href=""https://farmerslink.ca/weed-delivery-near-me"">Weed Delivery Zones &amp; How to Order</a></span></strong></span></h4>",,,taxable,,1,,,0,0,,,,,0,,,45,Edibles,,,https://farmerslink.ca/wp-content/uploads/2024/06/564-Dank-Shatter-Bar-Blueberry-1500mg.jpg,,,,,,,,,386
7515646,simple,565,"<span style=""display:inline-flex;align-items:center;justify-content:center;margin-right:8px;padding:4px 10px;border-radius:999px;background:#f97316;color:#111111;font-size:12px;font-weight:950;letter-spacing:.6px;text-transform:uppercase;vertical-align:middle;box-shadow:0 4px 10px rgba(249,115,22,.22);"">565</span>DANK SHATTER PISTACHIO 1500MG (EDIBLES)",1,0,visible,,"<div style=""margin:0 0 14px 0; font-size:16px; line-height:1.5; color:#111827;"">\n  <span style=""\n    display:inline-flex;\n    align-items:center;\n    justify-content:center;\n    margin-right:8px;\n    padding:4px 10px;\n    border-radius:999px;\n    background:#f97316;\n    color:#111111;\n    font-size:12px;\n    font-weight:950;\n    letter-spacing:.6px;\n    text-transform:uppercase;\n    vertical-align:middle;\n    box-shadow:0 4px 10px rgba(0,0,0,.18);\n  "">565</span>DANK SHATTER PISTACHIO 1500MG (EDIBLES)\n</div>\n<h1><b>DANK Shatter Chocolate 1500mg - Pistachio</b></h1>\n\n<strong>**Edibles are for pre orders for next day -  Barrie Pre-orders will be for scheduled dates**</strong>\n\n\n\nDank Artisan Chocolate Edibles 1500mg full chocolate bar.\n\n\n\n<strong>Available Flavours:</strong>\n\n\n\n<strong>Excellent for:</strong>\n\n<ul>\n\n 	<li>Chronic Pain</li>\n\n 	<li>Inflammation</li>\n\n 	<li>Sleep Aid</li>\n\n 	<li>Stress &amp; Anxiety</li>\n\n 	<li>Recreation</li>\n\n 	<li>Relaxation</li>\n\n 	<li>Clarity &amp; Creativity</li>\n\n</ul>\n\n&nbsp;\n\n<h2>GTA &amp; Toronto Weed Delivery</h2>\n\n<h3>Same Day Cannabis Delivery</h3>\n\n<h4><span style=""font-size: 18px;""><strong><span style=""color: #008000;""><a style=""color: #008000;"" href=""https://farmerslink.ca/weed-delivery-near-me"">Weed Delivery Zones &amp; How to Order</a></span></strong></span></h4>",,,taxable,,1,,,0,0,,,,,0,,,45,Edibles,,,https://farmerslink.ca/wp-content/uploads/2024/06/565-Dank-Shatter-Bar-Pistachio-1500mg.jpg,,,,,,,,,385
7515661,simple,493-3G,"OREOZ GAS CAKE",'-1,0,visible,,"<h1><b>Oreoz Gas Cake</b></h1>\n\nOreoz Gas Cake is a potent and flavorful indica-dominant hybrid cannabis strain that combines the genetics of two renowned cultivars, Wedding Cake and OZ Kush. This unique blend results in a cultivar celebrated for its robust effects, rich aroma, and enticing flavor profile.\n\n\n\nVisually, Oreoz Gas Cake presents dense and resinous buds characterized by a deep green hue with accents of purple and orange. The flowers are generously coated in a thick layer of glistening trichomes, giving them a frosty appearance that hints at their potency.\n\n\n\nAromatically, Oreoz Gas Cake entices the senses with a complex and inviting fragrance. Breaking apart the buds releases a pungent aroma characterized by sweet and earthy notes, with hints of diesel and spice. This robust scent profile carries over to its flavor, offering a rich and satisfying smoke that lingers on the palate.\n\n\n\nIn terms of effects, Oreoz Gas Cake delivers a deeply relaxing and sedating high that soothes both the body and mind. Users often report a sense of euphoria and blissful tranquility, making it an ideal choice for unwinding after a long day or relieving symptoms of stress, anxiety, and insomnia. Additionally, its sedating effects can help alleviate physical discomfort and promote restful sleep.\n\n\n\nOverall, Oreoz Gas Cake is a standout strain revered by cannabis enthusiasts for its potent effects and enticing aroma. Whether seeking relaxation or relief, this cultivar offers a luxurious and indulgent cannabis experience that is sure to leave a lasting impression.\n\n<h2>GTA &amp; Toronto Weed Delivery</h2>\n\n<h3>Same Day Cannabis Delivery</h3>\n\n<h4><span style=""font-size: 18px;""><strong><span style=""color: #008000;""><a style=""color: #008000;"" href=""https://farmerslink.ca/weed-delivery-near-me"">How to Order &amp; Weed Delivery Zones</a></span></strong></span></h4>",,,taxable,,1,,,0,0,,,,,0,,,,Indica,"34% THC, 3G, Body High, Calm, Couch Locked, Drowsiness, Indica, Sleepy",,,,,,,,,,,436
7515668,simple,102,"<span style=""display:inline-flex;align-items:center;justify-content:center;margin-right:8px;padding:4px 10px;border-radius:999px;background:#374151;color:#ffffff;font-size:12px;font-weight:950;letter-spacing:.6px;text-transform:uppercase;vertical-align:middle;box-shadow:0 4px 10px rgba(0,0,0,.18);"">102</span>BANANA KUSH (SHRED)",1,0,visible,\n\n\n\n,"<div style=""margin:0 0 14px 0; font-size:16px; line-height:1.5; color:#111827;"">\n  <span style=""\n    display:inline-flex;\n    align-items:center;\n    justify-content:center;\n    margin-right:8px;\n    padding:4px 10px;\n    border-radius:999px;\n    background:#374151;\n    color:#ffffff;\n    font-size:12px;\n    font-weight:950;\n    letter-spacing:.6px;\n    text-transform:uppercase;\n    vertical-align:middle;\n    box-shadow:0 4px 10px rgba(0,0,0,.18);\n  "">102</span>BANANA KUSH (SHRED)\n</div>\n<h1>Banana Kush ( Shake )</h1>\n\n<strong>FLASH OZ SPECIAL</strong>\n\n\n\n*Mix &amp; Match Available.\n\n\n\n*Can not be combined with other promotions\n\n\n\n&nbsp;\n\n<h2>GTA &amp; Toronto Weed Delivery</h2>\n\n<h3>Same Day Cannabis Delivery</h3>\n\n<h4><span style=""font-size: 18px;""><strong><span style=""color: #008000;""><a style=""color: #008000;"" href=""https://farmerslink.ca/weed-delivery-near-me"">How to Order &amp; Weed Delivery Zones</a></span></strong></span></h4>",,,taxable,,1,,,0,0,,,,,0,,,,"Indica Hybrid","24% THC, 3Oz 100, Body High, Drowsiness, Indica Hybrid, Relaxed",,https://farmerslink.ca/wp-content/uploads/2024/07/102-Banana-Kush-Shake.jpg,,,,,,,,,4
7515681,simple,523,"DEAD HEAD * EXTREME EXOTIC *",'-1,0,visible,"<p data-start=""183"" data-end=""622"">Deadhead ain’t playin’ around. This sativa-dominant hybrid (60% sativa / 40% indica) comes in hot, smacks your brain first, then eases your body into that golden zone where everything feels just right. It’s cerebral, buzzy, and trippy with a touch of that old-school stoner weirdness — the kind of high that makes you laugh mid-thought and forget what you were talking about in the best way possible.</p>
\n<p data-start=""624"" data-end=""976"">The come-up is quick and electric — like flipping a switch in your skull. That first wave hits the forehead with a euphoric zap, turning the lights on upstairs and flooding your mind with ideas, nonsense, or whatever rabbit hole you wanna dive into. Think lifted, scattered, and vibey. Deep convos, dumb jokes, zoning out to music — it’s all fair game.</p>
\n<p data-start=""978"" data-end=""1263"">As your head floats higher, your body follows with that mellow, weightless drift. Not couchlocked — just chill. Loose limbs, relaxed vibes, and maybe a sudden need for snacks or a playlist that slaps. Deadhead keeps you in that sweet spot where you're alert but lowkey, wired but wavy.</p>
\n<p data-start=""1265"" data-end=""1504""><strong data-start=""1265"" data-end=""1276"">Flavor?</strong> Loud and funky. Imagine sweet cherry with a sour citrus twist, a little skunk, a hit of pine, and that earthy backbone that grounds the whole thing. The smell? Gassy cherry cough drop dropped in dirt — in the best way possible.</p>
\n<p data-start=""1506"" data-end=""1676""><strong data-start=""1506"" data-end=""1520"">Looks-wise</strong>, this bud shows out: neon green nugs, fiery orange hairs, and a frosty blanket of trichomes that shimmer like TV static. Sticky, stanky, and straight fire.</p>
\n<p data-start=""1678"" data-end=""1869"">Deadhead is your go-to when you wanna stay lit but not locked. Perfect for creative sparks, stress fades, deep hangs, or just floating through the day (or night) in your own psychedelic lane.</p>","<h1><b>Dead Head * SUPER EXOTIC *</b></h1>
\nInitiate your <strong>Prime-Time Deals</strong> experience by purchasing an ounce of our <strong>BC Premium, Craft, Exotic </strong>or<strong> 2 Ounces</strong> of the selected tier products at <strong>Regular</strong> <strong>price</strong>.
\n
\nDuring the <strong>14 Days Prime-Time Sale</strong>, you can enjoy <strong>$30 OFF</strong> of any 1 oz product within the selected tier on <em><strong>your next visit</strong></em>.
\n
\n&nbsp;
\n<h4>CURRENT PROMO:</h4>
\n1 OZ Reg Price: <b>$250</b>
\n
\nBuy <strong>2 Ounces</strong> of  <strong>SUPER EXOTICS</strong> for <b>$440 ( $220 each OZ )</b>
\n
\n<strong>Mix &amp; Match</strong>
\n
\n<b>Notice:</b> No Freebies Included on a purchase of 2 Oz Exotics Special, <strong>Prime-Time $30 OFF</strong> can not be applied to the <strong>2 Oz Exotics Special deal. 7G $20 Coupon no longer in effect</strong>
\n
\n&nbsp;
\n
\n&nbsp;
\n<h2>GTA &amp; Toronto Weed Delivery</h2>
\n<h3>Same Day Cannabis Delivery</h3>
\n<h4><span style=""font-size: 18px;""><strong><span style=""color: #008000;""><a style=""color: #008000;"" href=""https://farmerslink.ca/weed-delivery-near-me"">How to Order &amp; Weed Delivery Zones</a></span></strong></span></h4>",,,taxable,,1,,,0,0,,,,,0,,,,"Indica Hybrid","39% THC, Body High, Exotics, Prime 220, Relaxed",,https://farmerslink.ca/wp-content/uploads/2025/05/523-DEAD-HEAD.jpg,,,,,,,,,364
7515695,simple,140,"DOSI PINK ( BC LP SMALLS )",'-1,0,visible,,"<h1><strong>Dosi Pink ( BC LP Smalls )</strong></h1>\n\n<strong>CURRENT PROMO:</strong>\n<br>\n<em><strong>BUDGET OZ SPECIAL</strong></em>\nSOLD as 1 OZ ONLY for <strong>$90</strong> per ounce\n\n<b>Weed Deal 1:</b> Get any 2 Budget OZ & take <b>$60 OFF</b> ( No Freebies Included )\n\n<b>Weed Deal 2:</b> Buy any 2 Budget OZ at REG Price & Get selected <b>BUDGET OZ FREE</b>\n\n*Mix & Match Available.\n*Can not be combined with other promotions\n\n&nbsp;\n\n&nbsp;\n\n<h2>GTA &amp; Toronto Weed Delivery</h2>\n<h3>Same Day Cannabis Delivery</h3>\n<h4><span style=""font-size: 18px;""><strong><span style=""color: #008000;""><a style=""color: #008000;"" href=""https://farmerslink.ca/weed-delivery-near-me"">How to Order &amp; Weed Delivery Zones</a></span></strong></span></h4>\n",,,taxable,,1,,,0,0,,,,,0,,,,"Indica Hybrid","25% THC, Body High, Calm, Indica Hybrid, Oz Special, Relaxed, Uplifting",,,,,,,,,,,42
