ca_path,ca_status,ca_kind,ca_title,gsc_clicks_3mo,gsc_impr_3mo,com_target,match,score,note
/product/deadly-moonrock-preroll/,200,product,Deadly Moonrock Preroll | Weed Shop Toronto | St. Clair,0,2,https://stclaircannabis.com/items/prerolls,category,,no same product on .com; category from slug keywords
/product/death-bubba/,200,product,Death Bubba | Premium Cannabis Toronto | St. Clair,0,2,https://stclaircannabis.com/premium-weed,category,,no same product on .com; tier from .ca title
/product/frosted-cookies/,200,product,Frosted Cookies | AA Cannabis Toronto | St. Clair,0,2,https://stclaircannabis.com/aa-weed,category,,no same product on .com; tier from .ca title
/product/ice-cream-vanilla/,200,product,Ice Cream Vanilla | AA Cannabis Toronto | St. Clair,0,2,https://stclaircannabis.com/aa-weed,category,,no same product on .com; tier from .ca title
/product/jack-herer-ltd-bag/,200,product,Jack Herer LTD Bag | Exotic Cannabis Toronto | St. Clair,0,2,https://stclaircannabis.com/exotic-weed,category,,no same product on .com; tier from .ca title
/product/level-x-boost-g2-device-kit/,200,product,Level X Boost G2 device kit | St. Clair Cannabis Toronto,0,2,https://stclaircannabis.com/items/vapes,category,,no same product on .com; category from slug keywords
/product/mindfck-gummies-bar-5000mg/,200,product,Mindf*ck Gummies Bar 5000mg | Weed Shop Toronto | St. Clair,0,2,https://stclaircannabis.com/item/mindfck-gummies-bar-5000mg,exact,,same product on .com (mindfck-gummies-bar-5000mg)
/product/nyc-sour-diesel/,200,product,NYC Sour Diesel | AA Cannabis Toronto | St. Clair,0,2,https://stclaircannabis.com/aa-weed,category,,no same product on .com; tier from .ca title
/product/oreo-cookies/,200,product,Oreo Cookies | AA Cannabis Toronto | St. Clair,0,2,https://stclaircannabis.com/aa-weed,category,,no same product on .com; tier from .ca title
/product/pink-astro/,200,product,Pink Astro | Exotic Cannabis Toronto | St. Clair,0,2,https://stclaircannabis.com/exotic-weed,category,,no same product on .com; tier from .ca title
/product/pink-death/,200,product,Pink Death | Premium Cannabis Toronto | St. Clair,0,2,https://stclaircannabis.com/premium-weed,category,,no same product on .com; tier from .ca title
/product/pink-diablo/,200,product,Pink Diablo | Premium Cannabis Toronto | St. Clair,0,2,https://stclaircannabis.com/premium-weed,category,,no same product on .com; tier from .ca title
/product/pink-gelato-shreds/,200,product,PINK GELATO Shreds | Budget Cannabis Toronto | St. Clair,0,2,https://stclaircannabis.com/flower/pink-gelato,close,,"same strain/product, variant/size name on .com (pink-gelato); review"
/product/pink-gooey-frost/,200,product,Pink Gooey Frost | Exotic Cannabis Toronto | St. Clair,0,2,https://stclaircannabis.com/exotic-weed,category,,no same product on .com; tier from .ca title
/product/pink-hellfire/,200,product,Pink Hellfire | Exotic Cannabis Toronto | St. Clair,0,2,https://stclaircannabis.com/exotic-weed,category,,no same product on .com; tier from .ca title
/product/pink-lizards/,200,product,Pink Lizards | Premium Cannabis Toronto | St. Clair,0,2,https://stclaircannabis.com/flower/pink-lizard,close,,"same strain/product, variant/size name on .com (pink-lizard); review"
/product/pink-starkiller/,200,product,Pink Starkiller | Exotic Cannabis Toronto | St. Clair,0,2,https://stclaircannabis.com/exotic-weed,category,,no same product on .com; tier from .ca title
/product/purple-dream-sh/,200,product,Purple Dream (SH) | AAA+ Cannabis Toronto | St. Clair,0,2,https://stclaircannabis.com/aaa-weed,category,,no same product on .com; tier from .ca title
/product/purple-skunk/,200,product,Purple Skunk | Exotic Cannabis Toronto | St. Clair,0,2,https://stclaircannabis.com/flower/purple-skunk,exact,,same product on .com (purple-skunk)
/product/resin-tag-along-2g-hybrid-ind-sat/,200,product,"Resin Tag Along 2g Hybrid, Ind, Sat | St. Clair Cannabis",0,2,https://stclaircannabis.com/items/concentrates,category,,no same product on .com; category from slug keywords
/product/skunk-ape-shreds/,200,product,SKUNK APE Shreds | Budget Cannabis Toronto | St. Clair,0,2,https://stclaircannabis.com/budget-weed,category,,no same product on .com; tier from .ca title
/product/time-full/,200,product,Time Full | Cannabis Cannabis Toronto | St. Clair,0,2,https://stclaircannabis.com/item/time-full,exact,,same product on .com (time-full)
/sample-page/,200,wp-page,Sample Page - St. Clair Cannabis,0,2,https://stclaircannabis.com,weak,,"WP default page, no equivalent"
/flower/pink-atomic-bomb,301,legacy-gsc,,0,1,https://stclaircannabis.com/flower/pink-atomic-bomb,exact,,legacy GSC URL; same path exists on .com
/flower/pink-atomic-bomb-3g-30-5g-45,404,legacy-gsc,,0,1,https://stclaircannabis.com/flower/pink-atomic-bomb,close,,legacy GSC URL (404 on .ca)
/product/bb-lights-carton/,200,product,BB Lights Carton | Cannabis Cannabis Toronto | St. Clair,0,1,https://stclaircannabis.com/item/bb-lights-carton,exact,,same product on .com (bb-lights-carton)
/product/belmont-ks-pack-only/,200,product,Belmont KS (pack Only) | Weed Shop Toronto | St. Clair,0,1,https://stclaircannabis.com/items/cigarettes,category,,no same product on .com; category from slug keywords
/product/black-jack-kush/,200,product,Black Jack Kush | AA Cannabis Toronto | St. Clair,0,1,https://stclaircannabis.com/aa-weed,category,,no same product on .com; tier from .ca title
